task_id,skill,difficulty,question,answer,answer_type,comparison_objects,comparison_edges,comparison_depth,query_distance,noise_edges,boolean_var_count,boolean_op_count,boolean_not_count,imp_var_count,imp_edge_count,imp_base_true_count,imp_chain_depth,constraint_objects,constraint_count,constraint_depth,ap_length,ap_step,ap_abs_step,mp_multiplier,mp_length,cycle_len,cycle_offset,cycle_total_len,mixed_op_len,mixed_seq_len,division_base,division_steps,ratio_k,ratio_mode,square_base,square_offset,square_mode,near_boundary_anchor,near_boundary_op,crossed_boundary
LOG-BOOL-7-3-2,logical,7,"A is True.
B is True.
C is False.
What is: ((B OR C) AND B)?",True,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-0,numerical,0,What is 9 + 2?,11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
LOG-BOOL-10-3-2,logical,10,"A is True.
B is False.
C is False.
What is: (NOT ((B OR (NOT C)) AND B))?",True,boolean,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-COMP-13-6,logical,13,"A is faster than C.
 B is faster than A.
 E is faster than A.
 F is faster than A.
 D is faster than C.
 D is faster than A.
 Is F faster than C?",yes,yesno,6,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-16-5-4,logical,16,"A is above C.
B is above C.
C is above E.
E is above B.
Is D above B?",no,yesno,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-3-2-6-3,pattern,3,"15, 17, 20, 22, 25, ?",27,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-CP-5-3-7,pattern,5,"2, 7, 15, 2, 7, 15, 2, ?",7,integer,,,,,,,,,,,,,,,,,,,,,3,0,7,,,,,,,,,,,,
LOG-IMP-20-6-6,logical,20,"D is True.
If B is True, then D is True.
If C is True, then D is True.
If E is True, then C is True.
If E is True, then D is True.
If F is True, then A is True.
If C is True, then B is True.
Is A True?",no,yesno,,,,,,,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-6-2-6-5,pattern,6,"8, 16, 20, 40, 44, ?",88,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-MP-8-8-2,pattern,8,"4, 8, 16, 32, 64, 128, 256, 512, ?",1024,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
PAT-MIXED-10-3-8-6,pattern,10,"19, 23, 46, 52, 56, 112, 118, ?",122,integer,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,
LOG-BOOL-23-5-4,logical,23,"A is False.
B is False.
C is True.
D is False.
E is False.
What is: ((((A OR (NOT B)) OR A) AND B) OR A)?",False,boolean,,,,,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-12-2-8-6,pattern,12,"13, 39, 43, 129, 133, 399, 403, ?",1209,integer,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,
LOG-BOOL-26-4-5,logical,26,"A is False.
B is True.
C is True.
D is True.
What is: (((((A OR (NOT A)) AND A) OR (NOT B)) AND (NOT C)) OR C)?",True,boolean,,,,,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-3,numerical,3,What is 9 + 3?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
PAT-MIXED-14-2-8-6,pattern,14,"5, 7, 11, 13, 17, 19, 23, ?",25,integer,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,
PAT-AP-16-6-15,pattern,16,"1, 12, 23, 34, 45, 56, ?",67,integer,,,,,,,,,,,,,,,,6,11,11,,,,,,,,,,,,,,,,,
LOG-BOOL-29-6-3,logical,29,"A is False.
B is False.
C is False.
D is False.
E is False.
F is True.
What is: (((F OR (NOT C)) OR B) OR (NOT B))?",True,boolean,,,,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-6,numerical,6,What is 97 + 7?,104,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
NUM-NEARBOUNDARY-8,numerical,8,What is 49 + 9?,58,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
NUM-NEARBOUNDARY-10,numerical,10,What is 210 - 11?,199,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,-,True
PAT-MIXED-18-3-8-8,pattern,18,"10, 13, 52, 58, 61, 244, 250, ?",253,integer,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,
PAT-MP-20-3-3,pattern,20,"15, 45, 135, ?",405,integer,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,
NUM-DIV-13,numerical,13,What is 720 divided by 60?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,
LOG-IMP-33-9-6,logical,33,"H is True.
G is True.
If B is True, then H is True.
If C is True, then E is True.
If A is True, then B is True.
If I is True, then H is True.
If E is True, then A is True.
If E is True, then I is True.
Is C True?",no,yesno,,,,,,,,,9,6,2,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-16,numerical,16,What is 18^2?,324,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,near,,,
NUM-RATIO-MUL-15,numerical,15,"14 -> 84, 8 -> ?",48,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,multiply,,,,,,
NUM-NEARBOUNDARY-16,numerical,16,What is 484 + 31?,515,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,+,True
PAT-CP-22-6-13,pattern,22,"8, 11, 11, 17, 12, 7, 8, 11, 11, 17, 12, 7, 8, ?",11,integer,,,,,,,,,,,,,,,,,,,,,6,3,13,,,,,,,,,,,,
NUM-RATIO-DIV-17,numerical,17,"114 -> 19, 66 -> ?",11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,divide,,,,,,
NUM-RATIO-DIV-18,numerical,18,"119 -> 17, 63 -> ?",9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,divide,,,,,,
PAT-AP-25-13-30,pattern,25,"-11, -36, -61, -86, -111, -136, -161, -186, -211, -236, -261, -286, -311, ?",-336,integer,,,,,,,,,,,,,,,,13,-25,25,,,,,,,,,,,,,,,,,
LOG-BOOL-37-6-5,logical,37,"A is False.
B is True.
C is False.
D is False.
E is False.
F is False.
What is: (((((E OR D) OR (NOT E)) OR (NOT E)) AND (NOT C)) AND (NOT C))?",True,boolean,,,,,,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-40-4-5,logical,40,"A is False.
B is False.
C is True.
D is False.
What is: (NOT (((((D OR C) OR B) AND (NOT A)) AND B) OR C))?",False,boolean,,,,,,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-20,numerical,20,"13 -> 104, 24 -> ?",192,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,multiply,,,,,,
LOG-COMP-43-10,logical,43,"H is faster than D.
 J is faster than I.
 H is faster than G.
 C is faster than J.
 I is faster than E.
 A is faster than G.
 I is faster than A.
 C is faster than H.
 B is faster than I.
 D is faster than B.
 E is faster than G.
 B is faster than F.
 Is A faster than G?",yes,yesno,10,12,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-21,numerical,21,What is 38^2?,1444,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,decompose,,,
PAT-MIXED-26-3-13-12,pattern,26,"1, 12, 21, 31, 42, 51, 61, 72, 81, 91, 102, 111, ?",121,integer,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,,,,,,,
LOG-BOOL-0-2-1,logical,0,"A is True.
B is False.
What is: (B AND B)?",False,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-0-2-6-3,pattern,0,"11, 33, 36, 108, 111, ?",333,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
NUM-DIV-0,numerical,0,What is 200 divided by 50?,4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
PAT-MIXED-4-2-5-3,pattern,4,"11, 14, 16, 19, ?",21,integer,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,
PAT-AP-3-4-5,pattern,3,"9, 10, 11, 12, ?",13,integer,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,
LOG-IMP-3-3-2,logical,3,"A is True.
If B is True, then A is True.
If C is True, then B is True.
Is B True?",no,yesno,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-3,numerical,3,What is 9 + 5?,14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
NUM-RATIO-MUL-6,numerical,6,"6 -> 24, 10 -> ?",40,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,multiply,,,,,,
LOG-BOOL-5-3-2,logical,5,"A is True.
B is True.
C is False.
What is: ((A AND A) AND B)?",True,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-6-8-2,pattern,6,"14, 28, 56, 112, 224, 448, 896, 1792, ?",3584,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
LOG-BOOL-7-3-2,logical,7,"A is True.
B is True.
C is False.
What is: ((C OR A) OR B)?",True,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-9,numerical,9,"4 -> 16, 9 -> ?",36,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,multiply,,,,,,
LOG-CONSTRAINT-9-4-3,logical,9,"B is left of C.
B is left of A.
D is left of A.
Is B left of D?",no,yesno,,,,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,
LOG-COMP-10-6,logical,10,"D is larger than F.
 A is larger than C.
 B is larger than F.
 B is larger than A.
 D is larger than B.
 C is larger than E.
 Is B larger than E?",yes,yesno,6,6,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-11,numerical,11,"15 -> 75, 6 -> ?",30,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
PAT-MP-7-8-2,pattern,7,"12, 24, 48, 96, 192, 384, 768, 1536, ?",3072,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
PAT-MP-8-7-2,pattern,8,"8, 16, 32, 64, 128, 256, 512, ?",1024,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
PAT-MP-10-5-3,pattern,10,"10, 30, 90, 270, 810, ?",2430,integer,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,
PAT-MP-12-5-2,pattern,12,"12, 24, 48, 96, 192, ?",384,integer,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,
LOG-COMP-12-6,logical,12,"B is larger than C.
 E is larger than F.
 C is larger than D.
 A is larger than F.
 E is larger than B.
 F is larger than D.
 Is A larger than D?",yes,yesno,6,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-14-3-7-6,pattern,14,"3, 9, 36, 108, 324, 1296, ?",3888,integer,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,
PAT-MIXED-16-3-9-8,pattern,16,"14, 21, 28, 32, 39, 46, 50, 57, ?",64,integer,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,
NUM-DIV-13,numerical,13,What is 1500 divided by 150?,10,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
PAT-MP-19-6-3,pattern,19,"16, 48, 144, 432, 1296, 3888, ?",11664,integer,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,
LOG-IMP-15-5-4,logical,15,"D is True.
C is True.
If E is True, then C is True.
If D is True, then C is True.
If A is True, then C is True.
If A is True, then D is True.
Is A True?",no,yesno,,,,,,,,,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-18-3-2,logical,18,"A is False.
B is True.
C is False.
What is: ((A AND C) OR (NOT A))?",True,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-21-2-9-10,pattern,21,"10, 20, 27, 54, 61, 122, 129, 258, ?",265,integer,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,
NUM-NEARBOUNDARY-16,numerical,16,What is 209 + 10?,219,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,+,False
LOG-BOOL-20-5-3,logical,20,"A is True.
B is True.
C is False.
D is True.
E is False.
What is: (((D AND (NOT D)) OR (NOT A)) AND B)?",False,boolean,,,,,,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-22-6-5,logical,22,"C is above D.
B is above F.
F is above D.
C is above F.
E is above D.
Is E above B?",no,yesno,,,,,,,,,,,,,6,5,3,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-18,numerical,18,What is 14^2?,196,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,near,,,
NUM-DIV-16,numerical,16,What is 1650 divided by 150?,11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
PAT-MP-24-4-4,pattern,24,"19, 76, 304, 1216, ?",4864,integer,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
PAT-AP-26-10-25,pattern,26,"23, 5, -13, -31, -49, -67, -85, -103, -121, -139, ?",-157,integer,,,,,,,,,,,,,,,,10,-18,18,,,,,,,,,,,,,,,,,
PAT-AP-27-13-30,pattern,27,"-44, -56, -68, -80, -92, -104, -116, -128, -140, -152, -164, -176, -188, ?",-200,integer,,,,,,,,,,,,,,,,13,-12,12,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-17,numerical,17,What is 518 - 31?,487,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-,True
LOG-IMP-24-6-6,logical,24,"D is True.
E is True.
If F is True, then C is True.
If A is True, then D is True.
If E is True, then A is True.
If F is True, then D is True.
If D is True, then B is True.
If E is True, then D is True.
Is F True?",no,yesno,,,,,,,,,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-26-4-5,logical,26,"A is False.
B is False.
C is False.
D is False.
What is: (NOT (((((B OR D) OR (NOT B)) AND D) AND (NOT B)) OR C))?",True,boolean,,,,,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-0,numerical,0,What is 9 + 3?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
LOG-COMP-0-4,logical,0,"A is heavier than B.
 D is heavier than B.
 A is heavier than C.
 Is C heavier than B?",no,yesno,4,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-0-4-5,pattern,0,"7, 4, 1, -2, ?",-5,integer,,,,,,,,,,,,,,,,4,-3,3,,,,,,,,,,,,,,,,,
PAT-AP-2-4-5,pattern,2,"8, 3, -2, -7, ?",-12,integer,,,,,,,,,,,,,,,,4,-5,5,,,,,,,,,,,,,,,,,
PAT-CP-4-2-4,pattern,4,"7, 7, 7, 7, ?",7,integer,,,,,,,,,,,,,,,,,,,,,2,0,4,,,,,,,,,,,,
NUM-DIV-3,numerical,3,What is 400 divided by 40?,10,integer,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,
PAT-CP-7-3-6,pattern,7,"7, 13, 10, 7, 13, 10, ?",7,integer,,,,,,,,,,,,,,,,,,,,,3,0,6,,,,,,,,,,,,
NUM-SQUARE-6,numerical,6,What is 14^2?,196,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,near,,,
PAT-AP-9-5-7,pattern,9,"28, 31, 34, 37, 40, ?",43,integer,,,,,,,,,,,,,,,,5,3,3,,,,,,,,,,,,,,,,,
PAT-CP-11-3-7,pattern,11,"17, 9, 2, 17, 9, 2, 17, ?",9,integer,,,,,,,,,,,,,,,,,,,,,3,0,7,,,,,,,,,,,,
PAT-AP-14-6-10,pattern,14,"10, 15, 20, 25, 30, 35, ?",40,integer,,,,,,,,,,,,,,,,6,5,5,,,,,,,,,,,,,,,,,
NUM-DIV-5,numerical,5,What is 160 divided by 80?,2,integer,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,
NUM-SQUARE-7,numerical,7,What is 7^2?,49,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,near,,,
LOG-CONSTRAINT-4-3-2,logical,4,"A is left of B.
C is left of A.
Is C left of B?",yes,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-17-3-9-8,pattern,17,"9, 12, 36, 43, 46, 138, 145, 148, ?",444,integer,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,
LOG-COMP-3-4,logical,3,"A is older than B.
 B is older than D.
 A is older than D.
 Is C older than A?",no,yesno,4,3,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-19-4-2,pattern,19,"8, 16, 32, 64, ?",128,integer,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,
PAT-MP-22-3-3,pattern,22,"14, 42, 126, ?",378,integer,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,
PAT-MIXED-24-2-10-10,pattern,24,"4, 11, 44, 51, 204, 211, 844, 851, 3404, ?",3411,integer,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,
LOG-IMP-5-4-3,logical,5,"B is True.
If B is True, then C is True.
If D is True, then B is True.
If A is True, then C is True.
Is C True?",yes,yesno,,,,,,,,,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-27-3-3,pattern,27,"25, 75, 225, ?",675,integer,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,
LOG-IMP-7-4-3,logical,7,"D is True.
C is True.
If D is True, then C is True.
If A is True, then D is True.
If C is True, then A is True.
Is A True?",yes,yesno,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-11,numerical,11,What is 9^2?,81,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,near,,,
NUM-SQUARE-15,numerical,15,What is 25^2?,625,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,near,,,
LOG-IMP-9-4-3,logical,9,"D is True.
If A is True, then C is True.
If B is True, then D is True.
If A is True, then B is True.
Is C True?",no,yesno,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-19,numerical,19,What is 1080 divided by 120?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
PAT-CP-30-8-16,pattern,30,"20, 20, 3, 12, 8, 15, 8, 17, 20, 20, 3, 12, 8, 15, 8, 17, ?",20,integer,,,,,,,,,,,,,,,,,,,,,8,1,16,,,,,,,,,,,,
PAT-MIXED-32-3-10-12,pattern,32,"11, 18, 25, 50, 57, 64, 128, 135, 142, ?",284,integer,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,
PAT-MIXED-35-4-13-12,pattern,35,"3, 10, 15, 24, 34, 41, 46, 55, 65, 72, 77, 86, ?",96,integer,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,,,,,,,
LOG-BOOL-10-3-2,logical,10,"A is False.
B is True.
C is False.
What is: (NOT ((A OR B) OR B))?",False,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-38-3-4,pattern,38,"24, 96, 384, ?",1536,integer,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,
NUM-SQUARE-21,numerical,21,What is 31^2?,961,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,decompose,,,
NUM-SQUARE-23,numerical,23,What is 36^2?,1296,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,decompose,,,
PAT-CP-41-7-13,pattern,41,"19, 11, 4, 3, 4, 13, 4, 19, 11, 4, 3, 4, 13, ?",4,integer,,,,,,,,,,,,,,,,,,,,,7,2,13,,,,,,,,,,,,
PAT-MP-44-4-4,pattern,44,"20, 80, 320, 1280, ?",5120,integer,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
LOG-BOOL-11-3-2,logical,11,"A is False.
B is False.
C is True.
What is: (NOT ((B AND B) OR B))?",True,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-47-4-4,pattern,47,"15, 60, 240, 960, ?",3840,integer,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
LOG-BOOL-13-3-2,logical,13,"A is True.
B is True.
C is False.
What is: (NOT ((B OR C) OR B))?",False,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-COMP-15-7,logical,15,"D is heavier than A.
 B is heavier than E.
 A is heavier than E.
 F is heavier than D.
 B is heavier than C.
 D is heavier than G.
 C is heavier than D.
 F is heavier than C.
 Is E heavier than D?",no,yesno,7,8,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-DIV-25,numerical,25,"85 -> 17, 55 -> ?",11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,divide,,,,,,
NUM-DIV-28,numerical,28,What is 3600 divided by 200?,18,integer,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,
PAT-MIXED-51-4-10-12,pattern,51,"3, 14, 112, 336, 346, 357, 2856, 8568, 8578, ?",8589,integer,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,
LOG-IMP-18-5-4,logical,18,"B is True.
E is True.
If E is True, then B is True.
If E is True, then D is True.
If A is True, then E is True.
If B is True, then D is True.
Is D True?",yes,yesno,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-54-12-30,pattern,54,"43, 20, -3, -26, -49, -72, -95, -118, -141, -164, -187, -210, ?",-233,integer,,,,,,,,,,,,,,,,12,-23,23,,,,,,,,,,,,,,,,,
PAT-CP-0-2-4,pattern,0,"3, 19, 3, 19, ?",3,integer,,,,,,,,,,,,,,,,,,,,,2,0,4,,,,,,,,,,,,
LOG-IMP-0-3-2,logical,0,"C is True.
If C is True, then A is True.
If B is True, then A is True.
Is B True?",no,yesno,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
LOG-IMP-3-3-2,logical,3,"A is True.
If A is True, then B is True.
If B is True, then A is True.
Is B True?",yes,yesno,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-0,numerical,0,What is 80 divided by 40?,2,integer,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,
LOG-IMP-6-4-3,logical,6,"D is True.
If A is True, then D is True.
If B is True, then A is True.
If A is True, then C is True.
Is B True?",no,yesno,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
LOG-IMP-9-4-3,logical,9,"B is True.
If B is True, then C is True.
If C is True, then A is True.
If C is True, then B is True.
Is A True?",yes,yesno,,,,,,,,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-3,numerical,3,What is 3^2?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,exact,,,
PAT-MIXED-3-2-6-3,pattern,3,"5, 15, 17, 51, 53, ?",159,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
LOG-BOOL-11-3-2,logical,11,"A is True.
B is False.
C is False.
What is: (NOT ((A OR A) AND C))?",True,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-14-3-2,logical,14,"A is True.
B is True.
C is False.
What is: ((B AND (NOT A)) OR (NOT C))?",True,boolean,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-7,numerical,7,What is 7^2?,49,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,near,,,
NUM-SQUARE-11,numerical,11,What is 9^2?,81,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,near,,,
NUM-NEARBOUNDARY-15,numerical,15,What is 509 + 22?,531,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,+,False
NUM-NEARBOUNDARY-16,numerical,16,What is 203 + 29?,232,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,+,False
NUM-RATIO-DIV-18,numerical,18,"66 -> 11, 84 -> ?",14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,divide,,,,,,
LOG-BOOL-0-2-1,logical,0,"A is False.
B is True.
What is: (B AND A)?",False,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-0,numerical,0,"7 -> 14, 4 -> ?",8,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,multiply,,,,,,
LOG-COMP-1-4,logical,1,"B is larger than A.
 C is larger than D.
 A is larger than D.
 Is B larger than D?",yes,yesno,4,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-3-2-1,logical,3,"A is False.
B is True.
What is: (A OR B)?",True,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-IMP-5-4-3,logical,5,"D is True.
If A is True, then B is True.
If C is True, then A is True.
If D is True, then A is True.
Is A True?",yes,yesno,,,,,,,,,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-0-2-5-3,pattern,0,"14, 16, 32, 34, ?",68,integer,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,
LOG-CONSTRAINT-6-4-3,logical,6,"C is left of B.
A is left of B.
D is left of A.
Is C left of B?",yes,yesno,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-1,numerical,1,"8 -> 16, 7 -> ?",14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,multiply,,,,,,
NUM-DIV-2,numerical,2,What is 720 divided by 80?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,
NUM-SQUARE-3,numerical,3,What is 7^2?,49,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,exact,,,
LOG-COMP-7-4,logical,7,"D is taller than A.
 C is taller than B.
 A is taller than C.
 Is C taller than D?",no,yesno,4,3,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-5,numerical,5,What is 250 divided by 50?,5,integer,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
NUM-DIV-7,numerical,7,What is 350 divided by 50?,7,integer,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
PAT-AP-3-4-5,pattern,3,"33, 29, 25, 21, ?",17,integer,,,,,,,,,,,,,,,,4,-4,4,,,,,,,,,,,,,,,,,
NUM-SQUARE-9,numerical,9,What is 6^2?,36,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,near,,,
PAT-AP-4-4-5,pattern,4,"18, 15, 12, 9, ?",6,integer,,,,,,,,,,,,,,,,4,-3,3,,,,,,,,,,,,,,,,,
